PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
P. Lee,9,236.1,53,136,39%,22,62,35%,28,32,88%,29,16,1,3,35,38,27,22,77,156,MAG
V. Manuel,11,275.82,81,171,47%,0,0,0%,13,22,59%,16,10,2,16,40,56,38,16,47,175,ALA
C. Banchero,11,342.07,73,150,49%,10,36,28%,18,34,53%,96,12,2,14,34,48,28,36,47,174,ALA
T. Watson,8,269.43,47,115,41%,4,20,20%,28,41,68%,15,5,25,28,67,95,14,26,4,126,ROS
G. Slaughter,5,124.58,25,45,56%,0,0,0%,27,32,84%,10,1,7,12,24,36,8,11,57,77,GIN
C. Abueva,11,255.49,58,127,46%,12,31,39%,41,83,49%,35,8,14,41,60,101,39,31,114,169,PHX
M. Lassiter,10,342.73,55,122,45%,29,77,38%,12,14,86%,31,13,7,13,33,46,33,9,30,151,SMB
M. Wright,11,331.4,56,132,42%,23,59,39%,27,33,82%,60,10,0,4,42,46,24,35,56,162,PHX
W. Castro,8,237.27,32,97,33%,14,40,35%,38,41,93%,43,9,3,6,22,28,13,14,-83,116,TNT
A. Cabagnot,11,320.85,53,143,37%,14,48,29%,30,35,86%,49,9,1,9,35,44,19,14,51,150,SMB
R. McCarthy,11,366.57,53,131,40%,17,50,34%,26,40,65%,34,18,1,6,34,40,14,19,-92,149,COL
R. Pogoy,11,296.19,62,144,43%,15,53,28%,10,17,59%,14,18,6,32,31,63,30,7,-72,149,TNT
M. Ahanmisi,10,289.55,46,106,43%,15,46,33%,25,40,63%,47,11,4,8,40,48,26,14,17,132,ROS
A. Santos,11,289.72,56,150,37%,30,100,30%,3,5,60%,9,14,21,9,34,43,28,11,-28,145,SMB
A. Barroca,11,296.9,56,108,52%,18,47,38%,14,18,78%,38,21,0,11,21,32,29,19,98,144,MAG
J. Devance,3,95.47,17,29,59%,4,10,40%,1,1,100%,17,2,1,0,4,4,4,6,6,39,GIN
C. Newsome,11,334.89,54,122,44%,10,25,40%,25,32,78%,62,10,2,8,37,45,37,23,38,143,MER
L. Fonacier,11,289.74,53,110,48%,26,62,42%,10,11,91%,34,8,2,6,31,37,14,13,-23,142,NLX
J. Perkins,11,303.48,61,109,56%,3,12,25%,17,27,63%,21,2,2,27,42,69,41,23,79,142,PHX
M. Tautuaa,10,311.15,50,96,52%,3,18,17%,24,32,75%,24,5,6,30,60,90,31,38,-51,127,GLO
B. Amer,11,310.01,45,116,39%,20,60,33%,21,24,88%,44,10,1,9,46,55,24,16,80,131,MER
M. Digregorio,11,294.31,44,111,40%,18,48,38%,23,29,79%,22,6,1,8,23,31,26,18,26,129,BWE
N. Pinto,11,312.02,48,74,65%,20,31,65%,12,19,63%,69,13,1,6,37,43,25,24,39,128,BWE
J. Erram,8,208.55,35,77,45%,1,10,10%,22,33,67%,11,8,12,26,46,72,32,16,26,93,BWE
L. Tenorio,10,340.95,39,107,36%,18,61,30%,17,20,85%,43,18,1,4,24,28,19,21,43,113,GIN
J. Corpuz,9,177.61,43,72,60%,0,0,0%,15,22,68%,6,6,4,24,24,48,32,12,0,101,COL
S. Enciso,11,333.51,43,108,40%,33,84,39%,4,6,67%,42,6,1,1,17,18,17,11,17,123,ALA
B. Belga,7,132.25,28,46,61%,11,21,52%,10,14,71%,18,2,0,6,31,37,28,17,4,77,ROS
M. Glover,1,28.55,4,12,33%,0,1,0%,3,6,50%,1,1,0,6,9,15,4,3,-26,11,TNT
I. Sangalang,11,234.7,50,110,45%,0,1,0%,20,34,59%,6,4,5,17,39,56,26,17,2,120,MAG
J. Rosario,11,278.43,46,111,41%,16,54,30%,10,16,63%,6,5,5,18,37,55,46,9,21,118,TNT
A. Maliksi,11,219.3,37,102,36%,11,40,28%,29,38,76%,9,4,3,9,30,39,27,16,-23,114,BWE
P. Taha,9,196.78,39,70,56%,1,4,25%,14,18,78%,6,3,4,15,16,31,16,12,-39,93,GLO
P. Zamar,11,246.24,38,84,45%,18,48,38%,17,22,77%,14,5,2,12,33,45,12,14,-12,111,BWE
J. Yap,10,192.0,36,92,39%,13,43,30%,12,22,55%,8,2,2,6,24,30,17,10,-54,97,ROS
J. Jalalon,11,254.37,43,93,46%,4,17,24%,14,22,64%,75,18,0,20,36,56,28,26,79,104,MAG
G. Norwood,11,303.2,35,83,42%,16,48,33%,13,27,48%,22,15,2,13,54,67,9,6,-65,99,ROS
C. Tiu,10,182.15,29,77,38%,13,49,27%,18,22,82%,26,5,6,6,13,19,21,17,12,89,ROS
J. Ponferada,11,189.83,33,71,46%,7,29,24%,23,29,79%,11,4,4,16,25,41,42,17,35,96,ROS
A. Mariano,11,243.87,39,74,53%,1,2,50%,17,23,74%,20,10,3,21,28,49,24,17,53,96,GIN
K. Ighalo,10,193.97,28,65,43%,13,38,34%,18,21,86%,13,4,0,16,25,41,20,14,-6,87,NLX
C. Hodge,11,329.69,43,79,54%,1,7,14%,8,12,67%,22,9,7,31,48,79,37,8,106,95,MER
J. Quinahan,11,245.3,37,96,39%,12,34,35%,9,13,69%,29,2,11,6,47,53,26,12,-70,95,NLX
M. Belo,11,223.27,35,81,43%,11,34,32%,13,17,76%,8,4,4,5,32,37,20,11,-4,94,BWE
R. Jazul,11,258.77,26,82,32%,21,61,34%,17,26,65%,27,9,0,5,24,29,18,7,27,90,PHX
E. Camson,5,63.38,16,38,42%,2,11,18%,6,8,75%,4,2,0,10,10,20,8,3,6,40,COL
P. Galanza,11,196.64,31,74,42%,15,48,31%,8,11,73%,18,9,2,5,11,16,19,11,7,85,NLX
J. Grey,11,192.67,31,66,47%,11,28,39%,12,16,75%,16,3,1,5,32,37,15,19,-50,85,GLO
S. Thompson,11,364.8,35,75,47%,7,24,29%,7,12,58%,69,14,4,25,75,100,23,25,70,84,GIN
A. Dela Cruz,3,47.33,8,19,42%,3,6,50%,3,4,75%,8,3,0,3,3,6,1,6,7,22,GIN
C. Ross,11,308.27,30,58,52%,13,30,43%,7,8,88%,61,17,1,8,40,48,23,25,4,80,SMB
J. Chua,11,186.7,32,57,56%,0,0,0%,13,16,81%,6,7,10,16,27,43,28,10,47,77,PHX
J. Casio,11,218.43,29,65,45%,12,33,36%,7,9,78%,38,5,1,2,18,20,19,10,51,77,ALA
K. Nabong,11,195.03,30,78,38%,10,35,29%,7,9,78%,10,7,3,13,33,46,36,15,34,77,SMB
N. Torres,9,140.77,24,54,44%,8,21,38%,7,13,54%,7,3,4,20,28,48,20,6,-42,63,ROS
R. Hugnatan,11,183.03,29,69,42%,8,32,25%,10,13,77%,22,10,2,17,18,35,17,8,16,76,MER
R. Hugnatan,11,183.04,29,69,42%,8,32,25%,10,13,77%,22,10,2,17,18,35,17,8,16,76,MER
E. Daquioag,11,216.7,22,67,33%,9,32,28%,23,37,62%,21,18,1,6,24,30,19,16,-30,76,ROS
M. Miranda,10,179.68,27,54,50%,12,28,43%,3,3,100%,8,2,4,12,21,33,19,8,17,69,NLX
K. Ferrer,11,203.27,24,47,51%,13,31,42%,14,18,78%,13,5,3,12,15,27,22,13,11,75,GIN
K. Ferrer,11,203.27,24,47,51%,13,31,42%,14,18,78%,13,5,3,12,15,27,22,13,0,75,GIN
R. de Ocampo,3,47.7,9,18,50%,2,9,22%,0,0,0%,1,1,1,1,10,11,5,4,-16,20,MER
S. Mercado,2,44.62,4,8,50%,1,5,20%,4,4,100%,5,0,2,0,2,2,6,10,12,13,GIN
R. dela Rosa,11,262.4,28,66,42%,4,20,20%,10,13,77%,13,12,0,13,24,37,29,7,55,70,MAG
A. Semerad,7,159.79,13,40,33%,8,27,30%,10,13,77%,5,8,1,13,22,35,17,6,-64,44,TNT
A. Semerad,7,159.8,13,40,33%,8,27,30%,10,13,77%,5,8,1,13,22,35,17,6,-64,44,TNT
L. Revilla,11,250.55,26,56,46%,9,27,33%,8,15,53%,52,20,0,3,28,31,29,14,75,69,PHX
P. Paniamogan,11,158.09,24,60,40%,8,33,24%,13,17,76%,21,8,3,3,13,16,23,11,1,69,NLX
M. Tolomia,10,168.73,22,63,35%,14,36,39%,4,5,80%,18,3,0,1,13,14,24,9,-1,62,MER
A. Caram,11,203.22,30,71,42%,2,16,13%,6,8,75%,10,5,0,3,15,18,19,10,-60,68,MER
A. Mallari,7,128.59,17,49,35%,2,18,11%,7,13,54%,21,9,1,12,22,34,11,12,-16,43,NLX
P. Simon,8,78.38,18,40,45%,9,19,47%,4,6,67%,4,1,0,2,2,4,8,8,-4,49,MAG
N. Baclao,11,210.89,28,63,44%,0,0,0%,9,15,60%,12,3,13,25,31,56,46,12,23,65,ALA
N. Baclao,11,210.88,28,63,44%,0,0,0%,9,15,60%,12,3,13,25,31,56,46,12,23,65,ALA
M. Tallo,11,198.62,23,60,38%,8,26,31%,11,20,55%,37,9,1,5,16,21,26,23,17,65,NLX
R. Nambatac,9,156.73,17,57,30%,6,22,27%,13,20,65%,19,6,0,4,20,24,14,8,-46,53,ROS
S. Sumang,10,127.78,21,52,40%,8,24,33%,8,12,67%,25,3,0,4,14,18,11,11,-41,58,BWE
J. Chan,11,196.58,22,62,35%,11,37,30%,7,12,58%,25,2,0,3,25,28,13,11,19,62,GIN
J. Cruz,4,79.85,7,32,22%,2,15,13%,6,6,100%,6,7,1,5,7,12,13,8,-9,22,TNT
J. Eriobu,4,34.96,9,16,56%,1,3,33%,3,5,60%,1,0,1,2,2,4,3,2,-8,22,PHX
N. Canaleta,8,141.43,15,50,30%,11,37,30%,2,4,50%,7,2,2,2,21,23,16,5,9,43,MER
J. Tiongson,11,163.2,22,54,41%,11,34,32%,4,7,57%,19,4,0,2,20,22,15,9,-47,59,NLX
R. Escoto,11,183.86,25,61,41%,6,18,33%,3,8,38%,10,1,4,21,30,51,31,7,-75,59,COL
J. Reyes,9,144.16,18,38,47%,7,16,44%,5,11,45%,4,6,6,8,19,27,11,6,-65,48,COL
J. Mendoza,3,37.82,7,12,58%,0,0,0%,2,3,67%,4,1,1,2,9,11,5,3,19,16,PHX
G. Khobuntin,11,195.57,24,63,38%,3,20,15%,7,18,39%,16,2,0,13,17,30,23,13,-125,58,COL
P. Caperal,8,128.08,21,37,57%,0,0,0%,0,1,0%,10,1,0,11,18,29,12,7,-2,42,GIN
R. Almazan,2,38.68,5,15,33%,0,2,0%,0,0,0%,1,1,2,7,8,15,3,3,2,10,ROS
J. Rios,1,6.97,2,3,67%,1,2,50%,0,0,0%,0,1,0,0,0,0,0,0,-3,5,NLX
D. Trollano,6,96.4,11,36,31%,5,21,24%,3,6,50%,3,3,1,5,15,20,13,8,7,30,TNT
J. Teng,11,189.25,21,64,33%,0,5,0%,12,20,60%,17,4,1,15,21,36,24,11,-7,54,ALA
N. Salva,11,157.25,26,50,52%,0,2,0%,2,4,50%,7,1,3,9,27,36,22,2,-21,54,MER
J. Intal,11,198.91,21,66,32%,6,29,21%,5,9,56%,12,8,6,12,32,44,24,9,31,53,PHX
K. Racal,11,238.8,18,52,35%,7,26,27%,10,14,71%,20,12,1,13,23,36,17,10,26,53,ALA
K. Racal,11,238.8,18,52,35%,7,26,27%,10,14,71%,20,12,1,13,23,36,17,10,0,53,ALA
R. Garcia,10,110.45,16,42,38%,6,24,25%,10,13,77%,17,4,0,3,6,9,13,9,13,48,TNT
J. Melton,10,221.57,18,46,39%,11,32,34%,0,2,0%,25,9,2,7,30,37,4,10,27,47,MAG
J. Elorde,9,196.66,14,48,29%,4,19,21%,10,15,67%,26,8,0,5,21,26,23,13,-32,42,GLO
R. Jose,11,118.62,19,44,43%,4,10,40%,8,14,57%,2,3,1,9,21,30,14,8,-88,50,BWE
R. Al-Hussaini,9,119.35,17,37,46%,0,0,0%,6,10,60%,0,0,1,6,19,25,19,4,-44,40,BWE
D. Maiquez,5,51.98,8,17,47%,3,6,50%,3,6,50%,4,4,0,2,6,8,8,2,-28,22,ROS
K. Williams,11,224.87,18,68,26%,4,17,24%,8,19,42%,6,8,7,17,53,70,28,8,-108,48,TNT
R. Reavis,11,183.07,20,36,56%,0,0,0%,7,13,54%,11,11,4,16,26,42,25,10,64,47,MAG
C. Lastimosa,6,63.1,9,26,35%,2,10,20%,5,5,100%,9,0,0,2,3,5,3,6,9,25,COL
V. Pessumal,6,73.72,9,23,39%,7,17,41%,0,1,0%,1,2,2,1,2,3,10,0,-15,25,SMB
N. Javelona,9,121.12,12,39,31%,9,24,38%,4,9,44%,6,4,0,2,6,8,10,9,-33,37,GLO
C. Exciminiano,11,185.84,18,42,43%,7,24,29%,2,3,67%,15,16,2,8,18,26,24,2,103,45,ALA
C. Exciminiano,11,185.83,18,42,43%,7,24,29%,2,3,67%,15,16,2,8,18,26,24,2,103,45,ALA
A. Tamsi,5,27.85,8,13,62%,3,6,50%,1,1,100%,2,1,0,0,5,5,3,2,13,20,TNT
J. Gabriel,8,70.35,12,21,57%,0,2,0%,8,11,73%,3,1,1,9,9,18,10,3,-4,32,COL
M. Caguioa,10,93.83,18,39,46%,1,2,50%,1,3,33%,3,1,0,3,18,21,9,5,-8,38,GIN
M. Borboran,10,146.52,13,39,33%,8,20,40%,3,4,75%,8,5,4,6,24,30,6,5,30,37,ROS
A. Galliguez,3,19.8,4,9,44%,3,8,38%,0,0,0%,4,3,1,0,1,1,2,1,-3,11,ALA
R. Tubid,9,123.38,11,30,37%,4,10,40%,6,9,67%,12,5,1,8,19,27,9,3,-10,32,COL
B. Guinto,11,92.28,15,22,68%,0,0,0%,9,17,53%,0,1,5,14,6,20,20,3,-23,39,GLO
G. Mendoza,4,17.91,6,12,50%,2,3,67%,0,0,0%,1,0,0,0,1,1,3,2,-7,14,MAG
C. Baguio,9,109.03,11,29,38%,5,14,36%,4,5,80%,17,3,0,3,14,17,11,8,-34,31,NLX
R. Gamalinda,6,37.3,8,17,47%,0,2,0%,4,5,80%,2,0,1,3,4,7,3,1,-22,20,MAG
H. Carey,11,110.69,11,31,35%,0,2,0%,12,18,67%,6,2,2,12,22,34,13,4,-47,34,TNT
R. Guevarra,1,4.72,1,2,50%,1,2,50%,0,0,0%,0,0,0,0,0,0,0,0,-7,3,PHX
Y. Andrada,2,6.8,3,4,75%,0,0,0%,0,0,0%,0,0,0,2,0,2,6,1,-6,6,ALA
K. Bono,4,22.42,6,18,33%,0,4,0%,0,0,0%,1,0,0,3,2,5,4,2,-18,12,MER
P. Cahilig,10,79.74,11,22,50%,3,7,43%,5,7,71%,2,2,2,8,12,20,19,2,-4,30,COL
R. Celda,9,118.97,9,37,24%,6,21,29%,2,3,67%,12,4,0,2,6,8,9,4,-45,26,COL
A. Washington,8,97.95,10,29,34%,0,7,0%,3,6,50%,11,2,0,10,16,26,16,10,-56,23,ROS
R. Sara,7,48.1,7,11,64%,1,4,25%,5,10,50%,4,2,0,2,3,5,9,2,19,20,COL
S. Thoss,5,50.23,7,13,54%,0,1,0%,0,0,0%,3,0,0,4,7,11,12,6,0,14,ALA
R. Herndon,10,89.12,13,26,50%,2,7,29%,0,0,0%,7,3,1,7,23,30,12,4,53,28,MAG
R. Brondial,11,93.07,13,24,54%,0,2,0%,4,6,67%,8,0,1,18,12,30,14,3,51,30,MAG
A. Taulava,6,49.85,4,15,27%,3,12,25%,5,8,63%,4,1,2,4,15,19,7,2,14,16,NLX
E. Monfort,5,36.65,5,11,45%,3,9,33%,0,1,0%,9,2,0,2,3,5,3,1,0,13,NLX
J. Sena,7,93.44,7,24,29%,0,3,0%,4,6,67%,7,1,0,2,14,16,14,6,8,18,BWE
J. Teng,2,17.13,2,7,29%,1,3,33%,0,0,0%,0,0,0,0,2,2,3,3,-6,5,GLO
D. Marcelo,8,90.4,8,21,38%,1,6,17%,2,4,50%,7,3,4,8,12,20,23,9,-1,19,NLX
R. Jamito,8,65.05,9,23,39%,0,1,0%,1,4,25%,2,0,2,5,12,17,15,3,-17,19,MER
R. Banal,3,17.75,3,6,50%,1,1,100%,0,0,0%,4,0,0,4,1,5,2,0,1,7,BWE
R. Arana,8,56.03,6,17,35%,0,2,0%,6,11,55%,8,3,0,3,6,9,10,2,-15,18,GLO
A. Ramos,9,69.45,7,25,28%,5,14,36%,1,2,50%,6,1,0,6,15,21,13,4,5,20,MAG
B. Heruela,9,90.92,6,24,25%,3,11,27%,5,8,63%,11,6,2,7,11,18,18,4,9,20,SMB
E. Palma,5,34.74,4,9,44%,1,3,33%,2,2,100%,1,0,0,1,4,5,3,1,-19,11,BWE
W. Wilson,10,137.5,6,15,40%,2,3,67%,7,10,70%,10,5,2,6,20,26,14,8,11,21,PHX
J. Gabayni,10,108.13,10,17,59%,0,0,0%,1,2,50%,0,2,8,8,19,27,23,3,-3,21,GLO
R. Reyes,8,114.84,5,21,24%,4,17,24%,2,2,100%,6,4,0,2,14,16,22,4,-40,16,TNT
G. Lanete,9,62.14,7,24,29%,4,20,20%,0,0,0%,3,1,1,0,6,6,11,3,-47,18,MER
M. Magat,2,12.6,2,4,50%,0,1,0%,0,0,0%,0,0,1,0,3,3,2,1,3,4,ALA
C. Cruz,1,6.95,1,2,50%,0,1,0%,0,0,0%,0,0,1,0,0,0,2,0,-4,2,ALA
D. Potts,1,6.95,0,1,0%,0,1,0%,2,2,100%,2,0,0,1,1,2,1,1,-4,2,ALA
L. Flores,4,19.7,3,4,75%,0,0,0%,2,2,100%,0,0,3,4,4,8,3,1,-24,8,GLO
M. Gamboa,4,32.96,2,11,18%,1,5,20%,3,3,100%,6,1,0,1,2,3,3,2,-7,8,PHX
C. Javier,9,63.45,8,14,57%,0,1,0%,1,3,33%,4,3,1,3,7,10,8,3,5,17,BWE
S. Onwubere,5,25.98,4,12,33%,1,4,25%,0,0,0%,1,2,1,4,3,7,5,4,-7,9,ROS
D. Ababou,9,62.57,6,17,35%,2,10,20%,2,2,100%,3,5,0,5,1,6,11,1,44,16,COL
R. Cabrera,9,39.63,5,20,25%,4,13,31%,2,3,67%,2,1,2,3,5,8,0,0,3,16,COL
R. Soyud,6,32.62,4,6,67%,0,0,0%,2,4,50%,1,0,0,2,8,10,14,5,15,10,NLX
Y. de Ocampo,3,14.78,2,9,22%,1,3,33%,0,0,0%,1,0,0,0,4,4,2,0,2,5,SMB
M. Cortez,7,57.88,4,12,33%,1,3,33%,2,4,50%,9,1,1,1,6,7,9,6,1,11,BWE
G. Espinas,11,104.78,7,20,35%,0,3,0%,3,4,75%,6,0,3,12,22,34,17,9,-51,17,GLO
J. Pascual,8,59.23,5,18,28%,0,0,0%,2,7,29%,2,1,6,4,12,16,19,2,10,12,ALA
J. Fajardo,2,27.17,1,5,20%,0,0,0%,1,2,50%,2,0,1,2,5,7,6,1,3,3,SMB
J. Sedurifa,2,18.44,1,8,13%,1,8,13%,0,0,0%,1,0,0,1,1,2,4,1,-3,3,MER
M. Cruz,2,19.53,1,6,17%,0,4,0%,1,1,100%,3,0,0,0,1,1,2,1,-14,3,BWE
M. Abundo,4,16.84,2,6,33%,1,3,33%,0,0,0%,1,0,0,1,1,2,3,0,-11,5,MAG
J. Casiño,5,24.8,2,9,22%,1,6,17%,1,1,100%,1,1,0,0,2,2,1,3,-28,6,ROS
J. Fortuna,9,97.55,4,23,17%,2,18,11%,0,0,0%,12,5,1,2,6,8,5,2,-31,10,GLO
A. Gotladera,2,6.1,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,1,3,2,NLX
M. Ganuelas-Rosser,6,33.67,2,2,100%,0,0,0%,0,0,0%,2,2,0,0,3,3,6,2,-11,4,SMB
F. Golla,8,59.28,2,9,22%,1,6,17%,0,0,0%,3,1,0,5,10,15,11,2,4,5,TNT
G. Alolino,5,17.35,1,8,13%,0,2,0%,1,2,50%,4,1,0,0,3,3,5,0,-2,3,PHX
K. Pascual,7,30.31,2,9,22%,0,0,0%,0,0,0%,3,1,3,5,3,8,8,1,-24,4,MAG
D. Kramer,4,19.02,1,5,20%,0,0,0%,0,0,0%,0,1,0,2,4,6,6,4,-15,2,PHX
B. Faundo,4,18.77,1,5,20%,0,0,0%,0,0,0%,0,0,1,0,6,6,4,1,-21,2,MER
J. Manuel,2,6.17,0,1,0%,0,0,0%,1,2,50%,0,0,0,0,2,2,0,0,0,1,GIN
L. Vigil,4,6.82,1,3,33%,0,0,0%,0,0,0%,3,0,1,0,0,0,1,2,-7,2,SMB
P. Paredes,6,29.26,1,1,100%,0,0,0%,0,0,0%,1,0,1,2,7,9,2,0,18,2,TNT
C. Ellis,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
K. Agovida,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
B. Mamaril,3,6.17,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,3,0,-13,0,SMB
J. Urbiztondo,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
J. Forrester,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
J. Ibanes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ROS
J. Cruz,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
J. Cruz,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,TNT
J. Ballesteros,3,16.7,0,2,0%,0,0,0%,0,0,0%,1,0,1,1,1,2,3,0,-12,0,MER
J. Webb,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
E. Pacquiao,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
M. Cardona,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GLO
E. Villanueva,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
J. Apinan,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
M. Pingris,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
J. Gaco,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
Y. Taha,1,5.13,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,1,0,-1,0,TNT
S. Eman,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ALA
E. Menk,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ALA
C. Lanete,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,SMB
S. Atkins,4,22.83,0,5,0%,0,2,0%,0,3,0%,3,1,0,0,1,1,7,0,-3,0,MER
R. Buenafe,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
J. Dillinger,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
G. David,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
R. Reyes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
J. Alapag,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
M. Isip,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GLO
K. Jensen,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MAG
H. Bagatsing,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
B. Heruela,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,TNT
J. Chan,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,GIN
J. Vanlandingham,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,ALA
N. Omolon,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,SMB
D. Semerad,1,0.7,0,0,0%,0,0,0%,0,0,0%,0,0,1,0,0,0,0,0,2,0,SMB
K. Alas,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
R. Aguilar,2,4.2,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,-2,0,GIN
J. Reyes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,TNT
R. Reyes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
P. Sorongon,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
J. Canada,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,BWE
H. Arboleda,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NLX
