PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
K. Acox,3,35.94,7.33,14.0,52%,0.0,0.0,0%,2.33,5.33,44%,2.67,1.67,1.0,5.33,9.0,14.33,2.67,2.67,10.0,17.0,MAG
T. Simpson,3,25.13,5.67,13.67,41%,0.0,2.33,0%,5.0,6.33,79%,1.33,1.0,0.0,1.0,4.67,5.67,0.67,1.0,-10.67,16.33,BWE
M. Wright,6,32.88,5.5,16.17,34%,2.0,5.67,35%,2.67,3.83,70%,2.83,0.67,0.0,2.0,4.33,6.33,1.67,2.17,-5.67,15.67,PHX
M. Lassiter,11,36.92,5.45,13.73,40%,2.27,6.64,34%,2.27,2.91,78%,2.64,1.18,0.09,0.64,3.09,3.73,2.36,2.27,3.09,15.45,SMB
A. Cabagnot,11,36.56,5.82,16.0,36%,1.45,6.18,24%,2.36,2.91,81%,4.45,0.82,0.27,1.0,4.36,5.36,2.0,2.45,5.91,15.45,SMB
C. Abueva,8,28.19,5.5,14.25,39%,0.38,2.38,16%,3.63,6.38,57%,2.25,1.25,1.0,3.63,7.0,10.63,2.38,3.0,-0.5,15.0,ALA
C. Bowers,1,29.95,6.0,11.0,55%,0.0,0.0,0%,3.0,4.0,75%,5.0,0.0,1.0,2.0,6.0,8.0,3.0,2.0,11.0,15.0,MAG
L. Tenorio,11,32.49,5.55,12.09,46%,2.45,5.36,46%,1.36,1.91,71%,4.36,1.64,0.09,0.45,2.64,3.09,1.27,2.27,7.55,14.91,GIN
M. Digregorio,11,32.99,5.55,13.0,43%,2.45,5.55,44%,1.27,1.91,67%,1.27,0.55,0.09,0.55,2.73,3.27,2.36,2.64,-5.36,14.82,BWE
C. Newsome,11,35.75,5.82,11.18,52%,0.73,1.82,40%,1.91,2.27,84%,5.45,1.09,0.0,1.82,4.82,6.64,2.18,2.36,11.27,14.27,MER
K. Alas,11,28.08,5.55,12.09,46%,0.45,2.64,17%,2.73,4.18,65%,2.91,1.0,0.45,1.09,5.09,6.18,2.36,2.55,2.91,14.27,NLX
K. Alas,11,28.08,5.55,12.09,46%,0.45,2.64,17%,2.73,4.18,65%,2.91,1.0,0.45,1.09,5.09,6.18,2.36,2.55,1.91,14.27,NLX
B. Amer,10,33.42,5.5,11.6,47%,1.7,3.7,46%,1.2,1.3,92%,4.2,1.0,0.0,0.5,3.4,3.9,1.6,1.6,9.6,13.9,MER
R. Almazan,9,22.61,5.22,9.11,57%,0.89,2.44,36%,2.33,3.33,70%,0.67,0.0,1.11,3.33,4.44,7.78,2.89,2.33,-0.56,13.67,ROS
R. Pogoy,10,28.82,4.8,10.4,46%,2.2,5.0,44%,1.6,2.5,64%,1.7,0.6,0.3,0.9,2.1,3.0,2.2,1.2,5.8,13.4,TNT
S. Anthony,11,33.5,4.55,12.36,37%,1.36,4.0,34%,2.73,3.73,73%,2.73,1.0,0.18,4.09,6.09,10.18,3.09,2.64,-2.82,13.18,GLO
P. Lee,11,28.87,4.91,11.91,41%,2.18,6.09,36%,1.0,1.27,79%,3.18,0.82,0.18,0.36,3.09,3.45,2.55,2.0,6.45,13.0,MAG
J. Chan,6,27.26,5.17,8.67,60%,1.33,2.83,47%,1.17,1.67,70%,2.17,1.17,0.5,1.33,2.67,4.0,2.33,2.67,-1.83,12.83,PHX
I. Sangalang,11,24.79,5.36,9.82,55%,0.0,0.0,0%,2.09,3.0,70%,0.82,0.73,0.55,2.18,3.82,6.0,2.27,1.36,3.64,12.82,MAG
J. Devance,11,29.27,5.0,9.45,53%,1.64,3.45,47%,0.64,1.09,58%,3.0,0.55,0.27,1.64,3.36,5.0,1.91,2.09,8.09,12.27,GIN
K. Williams,11,27.79,4.64,8.73,53%,0.36,1.27,29%,2.18,3.64,60%,1.0,1.18,0.09,1.73,5.09,6.82,2.27,1.27,3.82,11.82,TNT
J. Aguilar,11,27.9,4.18,8.64,48%,0.09,0.64,14%,3.09,4.36,71%,1.55,0.27,1.64,3.36,4.82,8.18,1.91,2.82,3.55,11.55,GIN
J. Quinahan,11,24.47,4.0,10.18,39%,1.36,3.82,36%,2.18,3.0,73%,1.09,0.64,1.0,1.09,3.73,4.82,3.27,2.0,5.09,11.55,NLX
J. Erram,11,28.26,4.82,9.0,54%,0.09,0.36,25%,1.09,1.73,63%,0.64,1.0,2.27,3.64,5.64,9.27,3.45,2.0,-2.0,10.82,BWE
J. Rosario,9,28.33,4.0,8.89,45%,1.11,4.11,27%,1.67,2.33,71%,1.11,0.67,0.22,1.44,6.67,8.11,3.22,1.44,7.44,10.78,TNT
S. Sumang,11,22.48,3.91,9.09,43%,1.36,3.91,35%,1.55,1.73,89%,2.73,0.82,0.09,0.27,2.0,2.27,1.09,1.55,-4.0,10.73,BWE
R. Celda,11,23.76,3.73,9.27,40%,1.09,3.73,29%,2.18,2.64,83%,1.36,1.18,0.18,0.55,2.45,3.0,1.64,1.91,-7.36,10.73,COL
J. Casio,11,23.81,3.82,8.0,48%,1.27,3.73,34%,1.36,1.55,88%,3.64,0.91,0.18,0.36,2.73,3.09,2.27,1.55,-1.0,10.27,ALA
G. Norwood,9,31.64,3.78,8.22,46%,1.22,3.67,33%,1.44,2.0,72%,2.78,1.78,0.22,1.56,5.44,7.0,1.22,0.89,5.0,10.22,ROS
A. Mallari,11,24.3,3.91,10.27,38%,0.73,3.36,22%,1.45,3.0,48%,3.45,0.82,0.09,0.45,4.36,4.82,1.27,2.45,1.82,10.0,NLX
R. Jazul,11,32.86,3.09,8.55,36%,1.73,5.73,30%,1.55,2.0,77%,3.82,1.36,0.0,0.64,3.36,4.0,2.27,1.82,-4.09,9.45,PHX
C. Banchero,10,23.4,3.6,9.3,39%,0.6,1.7,35%,1.5,2.4,63%,3.1,0.9,0.2,1.4,2.4,3.8,2.5,2.3,-7.9,9.3,ALA
L. Fonacier,11,26.35,3.18,7.55,42%,1.45,3.91,37%,1.36,1.36,100%,2.91,0.82,0.27,0.82,2.64,3.45,1.82,1.09,1.36,9.18,NLX
R. de Ocampo,8,24.19,3.38,7.63,44%,1.13,3.38,33%,1.25,1.25,100%,2.63,0.63,0.63,0.88,3.5,4.38,2.13,1.63,-3.63,9.13,TNT
J. Intal,11,22.13,3.27,8.27,40%,0.91,3.0,30%,1.64,2.18,75%,1.09,0.73,0.55,1.27,1.64,2.91,2.91,1.36,-2.91,9.09,PHX
J. Chan,3,23.04,3.33,7.0,48%,0.67,2.33,29%,1.67,1.67,100%,1.67,0.33,0.0,0.0,0.67,0.67,1.67,2.33,5.67,9.0,ROS
M. Ahanmisi,11,28.1,3.55,8.45,42%,1.09,3.73,29%,0.64,1.0,64%,4.36,1.36,0.27,1.27,3.82,5.09,2.18,1.73,5.45,8.82,ROS
J. Dillinger,11,26.18,3.09,9.0,34%,2.09,6.45,32%,0.45,1.0,45%,1.27,0.36,0.45,0.27,3.09,3.36,2.82,1.18,4.36,8.73,MER
A. Maliksi,7,16.54,3.29,9.86,33%,1.0,4.57,22%,1.14,1.71,67%,0.86,0.86,0.14,0.43,1.57,2.0,1.29,1.0,6.57,8.71,MAG
M. Tolomia,6,16.43,3.17,5.83,54%,1.5,2.5,60%,0.83,1.0,83%,0.83,0.83,0.0,0.0,1.67,1.67,1.33,2.33,4.33,8.67,MER
C. Ross,11,36.83,2.55,8.0,32%,1.0,3.64,28%,2.55,3.55,72%,6.45,2.82,0.09,0.64,3.73,4.36,2.91,1.82,2.55,8.64,SMB
G. Lanete,11,24.39,2.73,7.91,34%,2.18,6.36,34%,0.82,0.82,100%,1.45,0.36,0.27,0.55,2.27,2.82,1.73,0.73,7.64,8.45,MER
R. Hugnatan,11,15.36,3.09,7.36,42%,0.91,2.55,36%,1.36,1.64,83%,0.64,0.09,0.0,0.64,2.0,2.64,0.91,1.09,0.73,8.45,MER
G. Khobuntin,9,21.47,3.0,7.56,40%,0.44,1.56,29%,2.0,2.67,75%,0.67,0.33,0.11,1.0,3.22,4.22,3.0,2.44,-4.44,8.44,COL
V. Manuel,8,16.89,3.38,8.5,40%,0.0,0.0,0%,1.63,1.88,87%,0.25,0.38,0.25,1.13,3.63,4.75,1.63,0.75,-3.38,8.38,ALA
J. Cruz,11,21.96,3.09,9.0,34%,1.55,4.64,33%,0.55,0.91,60%,2.36,0.91,0.27,0.82,2.45,3.27,1.55,1.0,-1.0,8.27,ROS
J. Eriobu,11,18.65,3.45,7.0,49%,0.0,0.45,0%,1.36,2.18,63%,0.73,0.36,0.18,1.73,3.0,4.73,1.73,0.91,-2.82,8.27,PHX
J. Cruz,11,21.96,3.09,9.0,34%,1.55,4.64,33%,0.55,0.91,60%,2.36,0.91,0.27,0.82,2.45,3.27,1.55,1.0,-0.73,8.27,ROS
A. Ramos,11,13.63,3.27,5.73,57%,1.18,2.45,48%,0.45,0.73,63%,0.36,0.55,0.45,0.55,2.36,2.91,1.82,0.27,4.73,8.18,MAG
A. Barroca,11,26.67,3.36,8.64,39%,0.64,2.36,27%,0.73,1.09,67%,3.82,1.27,0.09,0.73,2.36,3.09,3.18,2.27,3.45,8.09,MAG
A. Washington,1,9.77,3.0,6.0,50%,2.0,4.0,50%,0.0,0.0,0%,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,8.0,ROS
S. Thompson,11,28.27,3.0,5.36,56%,0.18,1.36,13%,1.64,2.82,58%,6.27,0.64,0.55,1.09,4.82,5.91,1.64,2.0,4.36,7.82,GIN
C. Hodge,9,27.45,3.22,5.78,56%,0.0,0.33,0%,1.33,2.22,60%,1.56,0.22,0.67,2.44,3.67,6.11,2.78,1.0,8.22,7.78,MER
M. Baracael,8,20.95,2.88,6.5,44%,1.38,3.63,38%,0.63,1.0,63%,1.38,0.25,0.0,1.13,0.88,2.0,2.25,1.13,-3.0,7.75,GLO
S. Thoss,9,24.31,3.56,8.67,41%,0.0,0.0,0%,0.44,0.56,80%,1.11,0.67,0.56,1.22,3.11,4.33,2.67,2.0,-3.33,7.56,ALA
P. Paniamogan,11,17.93,2.73,7.36,37%,1.55,4.45,35%,0.55,0.91,60%,1.0,0.64,0.09,0.55,1.91,2.45,2.73,0.91,-2.82,7.55,COL
J. Tiongson,11,15.24,2.73,6.55,42%,1.27,3.09,41%,0.73,1.0,73%,1.55,0.36,0.09,0.36,1.18,1.55,1.91,1.82,1.0,7.45,NLX
C. Baguio,5,28.49,2.8,8.0,35%,1.2,3.2,38%,0.6,0.6,100%,1.8,0.6,0.2,1.0,2.2,3.2,2.4,1.0,0.0,7.4,PHX
B. Belga,10,21.02,3.0,8.3,36%,0.7,2.4,29%,0.7,1.0,70%,2.0,0.7,0.5,1.5,4.4,5.9,2.8,1.9,8.8,7.4,ROS
J. Jalalon,9,19.16,3.22,7.0,46%,0.89,2.44,36%,0.0,0.0,0%,3.44,1.0,0.0,1.22,2.11,3.33,2.22,1.22,9.0,7.33,MAG
B. Guinto,11,21.71,3.09,5.0,62%,0.0,0.09,0%,1.09,1.55,71%,1.0,0.27,0.55,2.64,2.91,5.55,3.09,1.27,-1.18,7.27,GLO
S. Enciso,11,18.97,2.64,7.18,37%,1.36,5.27,26%,0.64,1.36,47%,2.91,0.36,0.09,0.09,1.18,1.27,1.27,0.55,-1.27,7.27,ALA
R. Gamalinda,9,20.26,2.67,5.0,53%,0.89,1.67,53%,1.0,1.78,56%,1.0,0.56,0.22,1.89,1.78,3.67,2.11,0.44,-2.0,7.22,BWE
M. Cardona,5,14.88,3.2,5.2,62%,0.8,1.2,67%,0.0,0.0,0%,0.8,0.2,0.0,0.4,1.0,1.4,1.2,1.2,-0.8,7.2,GLO
J. Corpuz,11,17.47,3.18,6.36,50%,0.0,0.0,0%,0.64,1.09,58%,0.82,0.27,0.55,2.0,4.0,6.0,3.36,1.0,-4.18,7.0,COL
M. Yee,10,16.3,2.4,4.3,56%,0.9,1.6,56%,1.2,1.2,100%,0.3,0.3,0.3,1.5,1.5,3.0,1.7,0.3,-9.4,6.9,COL
C. Tiu,11,19.1,2.0,5.09,39%,1.27,3.45,37%,1.36,1.82,75%,2.91,0.64,0.0,0.18,3.0,3.18,2.36,1.55,2.0,6.64,ROS
L. Revilla,8,22.98,2.63,5.75,46%,0.38,1.13,33%,0.88,1.0,88%,5.13,1.13,0.0,0.5,3.13,3.63,2.0,1.88,-7.25,6.5,COL
M. Borboran,8,14.83,2.38,4.13,58%,1.38,2.25,61%,0.38,0.5,75%,0.88,0.5,0.38,1.25,1.75,3.0,0.88,0.25,3.75,6.5,ROS
C. Lastimosa,11,12.64,2.91,5.64,52%,0.18,0.91,20%,0.36,0.55,67%,1.55,0.18,0.18,0.36,0.64,1.0,1.0,0.73,1.36,6.36,NLX
J. Yap,10,16.8,2.5,7.5,33%,0.6,3.4,18%,0.7,0.8,88%,1.0,0.2,0.3,0.4,1.8,2.2,1.3,0.7,-4.8,6.3,ROS
M. Cortez,11,22.8,2.27,5.0,45%,0.91,2.09,43%,0.64,1.0,64%,2.18,1.18,0.0,0.73,2.18,2.91,1.64,0.82,0.0,6.09,GLO
C. Baguio,5,21.19,2.0,5.2,38%,0.6,2.0,30%,1.4,1.6,88%,2.6,0.8,0.6,0.6,1.2,1.8,0.8,1.4,0.0,6.0,NLX
J. Elorde,10,21.14,2.0,6.2,32%,1.2,3.1,39%,0.8,0.9,89%,2.4,1.2,0.0,0.8,2.6,3.4,2.9,1.4,-3.7,6.0,COL
E. Daquioag,5,9.7,1.8,3.6,50%,0.4,0.6,67%,2.0,2.6,77%,0.6,0.6,0.0,0.2,1.4,1.6,1.4,0.8,7.8,6.0,ROS
R. Reavis,11,17.87,2.36,3.82,62%,0.0,0.0,0%,1.18,1.45,81%,0.27,0.91,1.18,1.73,2.0,3.73,1.73,0.91,-0.64,5.91,MAG
M. Tautuaa,11,19.65,2.09,4.91,43%,0.0,0.18,0%,1.55,2.73,57%,1.55,0.55,0.18,2.45,3.91,6.36,3.36,2.0,2.09,5.73,TNT
P. Simon,11,11.69,2.09,4.64,45%,0.64,1.91,33%,0.91,1.18,77%,1.36,0.09,0.18,0.0,0.91,0.91,0.18,1.0,3.55,5.73,MAG
D. Marcelo,3,17.45,2.33,4.0,58%,0.0,0.33,0%,1.0,1.0,100%,1.0,0.33,0.67,1.0,2.33,3.33,2.33,0.33,-1.0,5.67,BWE
N. Canaleta,11,16.83,1.82,5.09,36%,1.45,3.55,41%,0.55,0.73,75%,0.73,0.27,0.27,0.36,2.36,2.73,2.09,1.27,-1.82,5.64,BWE
T. dela Cruz,4,12.28,2.0,3.5,57%,0.5,1.0,50%,0.75,1.0,75%,0.25,0.25,0.25,0.5,1.5,2.0,0.5,0.0,2.25,5.25,ALA
K. Ferrer,8,12.4,1.75,4.13,42%,1.13,3.0,38%,0.63,1.13,56%,0.5,0.38,0.38,0.38,1.13,1.5,1.13,0.38,2.38,5.25,GIN
K. Ferrer,8,12.4,1.75,4.13,42%,1.13,3.0,38%,0.63,1.13,56%,0.5,0.38,0.38,0.38,1.13,1.5,1.13,0.38,0.88,5.25,GIN
A. Semerad,10,19.47,2.0,4.6,43%,1.0,2.6,38%,0.2,0.2,100%,0.4,0.3,0.0,0.5,1.2,1.7,2.9,0.5,2.5,5.2,TNT
R. Banal,5,9.57,1.4,3.8,37%,0.4,1.6,25%,2.0,2.4,83%,0.4,0.6,0.0,0.0,0.8,0.8,0.4,0.6,-1.2,5.2,BWE
M. Belo,7,15.18,1.71,6.86,25%,0.71,3.29,22%,1.0,1.14,88%,0.43,0.57,0.14,0.57,1.86,2.43,1.43,0.57,-3.14,5.14,BWE
R. McCarthy,1,3.28,1.0,2.0,50%,1.0,1.0,100%,2.0,2.0,100%,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,SMB
B. Robles,3,7.06,2.33,4.67,50%,0.33,0.67,50%,0.0,0.0,0%,1.33,0.0,0.0,0.67,1.0,1.67,0.33,0.33,1.0,5.0,ROS
R. Al-Hussaini,11,15.97,2.0,5.64,35%,0.09,0.45,20%,0.82,1.09,75%,1.0,0.09,0.55,0.73,2.45,3.18,2.45,1.36,-1.45,4.91,NLX
R. Arana,11,16.93,1.82,4.27,43%,0.45,1.36,33%,0.73,0.82,89%,0.64,0.27,0.09,1.09,1.64,2.73,3.09,1.09,1.55,4.82,GLO
N. Pinto,9,16.74,1.89,4.44,43%,0.89,2.11,42%,0.11,0.44,25%,2.22,0.22,0.0,0.33,1.44,1.78,1.22,1.11,-3.11,4.78,BWE
M. Pingris,8,21.42,1.75,4.13,42%,0.0,0.0,0%,1.25,1.75,71%,1.75,0.38,0.13,0.5,5.0,5.5,2.25,1.38,3.5,4.75,MAG
G. Alolino,11,13.01,1.73,5.18,33%,0.45,1.64,28%,0.64,1.09,58%,0.91,0.64,0.0,0.36,0.73,1.09,0.82,0.55,-0.91,4.55,PHX
W. Wilson,9,17.85,1.89,3.56,53%,0.22,0.44,50%,0.33,0.44,75%,0.89,0.11,0.33,1.67,2.22,3.89,2.44,1.44,0.89,4.33,PHX
M. Caguioa,10,9.73,2.0,5.1,39%,0.0,0.1,0%,0.3,0.4,75%,0.4,0.2,0.1,0.8,1.1,1.9,0.9,0.6,-0.5,4.3,GIN
S. Mercado,8,19.36,1.88,6.25,30%,0.0,2.25,0%,0.5,1.13,44%,3.63,1.0,0.13,0.5,2.38,2.88,2.5,0.38,-1.75,4.25,GIN
R. Reyes,8,22.89,1.5,4.38,34%,1.0,2.88,35%,0.25,0.5,50%,3.38,1.38,0.25,0.38,3.25,3.63,2.38,1.25,1.5,4.25,TNT
J. Wilson,8,9.14,1.5,3.25,46%,0.5,1.25,40%,0.63,0.88,71%,0.63,0.38,0.0,0.5,1.13,1.63,2.75,1.0,-1.5,4.13,PHX
D. Trollano,9,11.41,1.67,4.56,37%,0.56,2.0,28%,0.22,0.33,67%,0.22,0.22,0.11,0.44,2.11,2.56,2.11,1.33,0.33,4.11,ROS
R. dela Rosa,10,11.72,1.7,3.2,53%,0.2,0.4,50%,0.5,0.7,71%,0.2,0.3,0.0,0.4,1.0,1.4,1.2,0.0,-1.7,4.1,MAG
M. Cruz,10,16.98,1.7,4.4,39%,0.3,1.9,16%,0.4,0.8,50%,2.2,0.4,0.1,0.3,1.6,1.9,1.3,1.3,-5.3,4.1,BWE
R. Soyud,11,10.57,1.36,3.0,45%,0.73,1.45,50%,0.64,0.91,70%,0.36,0.18,0.36,1.36,2.36,3.73,2.18,0.64,1.0,4.09,NLX
J. Chua,1,3.5,2.0,2.0,100%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,TNT
E. Camson,10,11.96,1.5,5.8,26%,0.7,2.9,24%,0.3,0.6,50%,0.2,0.4,0.1,0.7,1.1,1.8,1.6,0.7,-2.0,4.0,COL
G. Espinas,11,9.82,1.55,3.09,50%,0.09,0.45,20%,0.64,0.91,70%,0.64,0.27,0.0,0.64,1.73,2.36,1.09,1.0,-2.82,3.82,SMB
P. Galanza,5,9.67,1.2,3.2,38%,0.8,2.0,40%,0.6,1.0,60%,0.4,0.2,0.2,0.2,1.0,1.2,0.8,0.6,-4.4,3.8,COL
R. Garcia,4,17.53,1.0,6.5,15%,0.5,4.75,11%,1.25,1.25,100%,0.75,0.0,0.5,0.25,1.5,1.75,2.0,1.5,-11.25,3.75,TNT
D. Kramer,11,17.67,1.55,4.18,37%,0.0,0.0,0%,0.55,0.73,75%,0.55,0.18,0.18,1.27,3.09,4.36,2.82,0.73,-4.55,3.64,PHX
K. Dehesa,11,12.86,1.45,4.18,35%,0.55,1.64,33%,0.18,0.18,100%,1.09,0.45,0.09,0.36,1.45,1.82,1.91,1.18,-1.73,3.64,PHX
M. Pennisi,5,10.14,1.2,2.8,43%,1.2,2.8,43%,0.0,0.0,0%,0.6,0.0,0.2,0.0,1.4,1.4,1.6,0.4,0.6,3.6,GLO
J. King,5,12.78,1.2,3.4,35%,0.6,2.0,30%,0.6,1.2,50%,1.8,0.0,0.0,0.4,2.8,3.2,1.0,1.0,6.2,3.6,ROS
C. Ellis,6,13.44,1.17,3.67,32%,0.0,0.33,0%,1.17,2.5,47%,1.0,0.67,0.5,1.33,2.17,3.5,1.83,1.17,4.0,3.5,GIN
G. Mendoza,4,3.76,1.25,1.75,71%,0.5,0.5,100%,0.5,0.5,100%,0.75,0.0,0.0,0.0,0.5,0.5,1.25,0.5,1.75,3.5,MAG
N. Baclao,11,13.25,1.55,2.82,55%,0.0,0.09,0%,0.36,0.45,80%,0.91,0.36,1.09,1.45,2.09,3.55,1.82,0.27,0.36,3.45,ALA
C. Exciminiano,9,14.32,1.67,3.44,48%,0.0,0.67,0%,0.11,0.67,17%,0.89,1.11,0.33,0.89,0.44,1.33,1.44,0.44,1.11,3.44,ALA
J. Nimes,7,11.79,1.57,3.0,52%,0.29,0.86,33%,0.0,0.0,0%,1.86,0.29,0.0,0.29,1.71,2.0,1.57,0.43,-7.14,3.43,COL
K. Nabong,11,11.8,1.27,3.27,39%,0.09,0.36,25%,0.73,0.91,80%,0.55,0.09,0.36,1.09,2.45,3.55,2.64,1.18,1.09,3.36,MER
A. Taulava,10,8.33,1.1,2.2,50%,0.0,0.0,0%,1.1,1.3,85%,0.1,0.1,0.0,0.9,1.7,2.6,1.2,0.9,-2.2,3.3,NLX
J. Melton,11,16.89,1.09,3.09,35%,0.64,1.82,35%,0.36,0.36,100%,1.91,0.73,0.0,0.27,1.73,2.0,1.09,0.27,5.45,3.18,MAG
K. Racal,10,20.7,1.0,3.6,28%,0.4,2.0,20%,0.7,1.1,64%,0.9,0.7,0.3,0.8,1.3,2.1,1.3,0.6,-1.9,3.1,ALA
C. Jaime,10,9.2,1.0,4.2,24%,0.4,1.9,21%,0.7,0.8,88%,0.4,0.1,0.3,1.3,0.9,2.2,1.8,0.5,-4.3,3.1,COL
J. Ponferada,10,11.09,1.1,3.1,35%,0.4,1.4,29%,0.5,1.1,45%,0.5,0.0,0.4,0.8,1.6,2.4,2.4,1.2,0.5,3.1,ROS
K. Racal,10,20.7,1.0,3.6,28%,0.4,2.0,20%,0.7,1.1,64%,0.9,0.7,0.3,0.8,1.3,2.1,1.3,0.6,0.3,3.1,ALA
R. Matias,6,8.11,1.17,2.33,50%,0.5,1.0,50%,0.17,0.33,50%,0.17,0.17,0.17,0.83,1.33,2.17,0.83,1.17,0.83,3.0,ROS
J. Pascual,6,12.27,1.0,2.17,46%,0.0,0.0,0%,1.0,1.67,60%,0.5,0.17,0.33,1.33,1.67,3.0,2.67,0.33,-3.0,3.0,ALA
J. Deutchman,8,10.76,1.13,3.75,30%,0.75,2.88,26%,0.0,0.38,0%,0.5,0.25,0.0,0.13,1.25,1.38,1.25,0.5,-2.5,3.0,COL
J. Trawick,1,16.13,1.0,5.0,20%,0.0,1.0,0%,1.0,2.0,50%,2.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,-4.0,3.0,GLO
R. Lingganay,6,7.55,1.0,2.33,43%,0.67,1.33,50%,0.33,0.33,100%,1.17,0.0,0.0,0.5,0.83,1.33,1.0,0.33,1.33,3.0,TNT
T. Bridgeman,2,18.59,1.5,6.5,23%,0.0,1.0,0%,0.0,0.0,0%,1.0,0.5,0.5,1.5,3.5,5.0,3.0,4.0,-14.0,3.0,SMB
