PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
S. Sumang,11,24.93,3.27,8.55,38%,0.91,3.45,26%,1.36,1.82,75%,4.36,1.64,0.27,0.27,3.18,3.45,1.27,2.73,-6.73,8.82,BWE
D. Trollano,11,22.6,3.45,10.09,34%,0.91,3.64,25%,1.0,1.91,52%,1.0,0.45,0.27,2.18,3.18,5.36,1.91,1.0,-2.36,8.82,TNT
C. Ross,11,34.52,3.18,6.91,46%,1.91,4.0,48%,0.45,0.91,50%,8.18,2.0,0.64,1.09,4.91,6.0,2.18,1.91,6.0,8.73,SMB
V. Pessumal,10,18.08,2.9,6.2,47%,2.2,4.9,45%,0.7,0.8,88%,0.6,0.5,0.5,0.3,1.7,2.0,1.7,0.6,0.8,8.7,SMB
J. Cruz,6,19.43,3.33,8.67,38%,1.33,5.17,26%,0.67,1.33,50%,2.33,1.0,0.0,0.67,2.17,2.83,2.5,1.17,-0.33,8.67,TNT
B. Belga,11,26.45,3.45,8.82,39%,0.55,2.91,19%,1.09,2.0,55%,4.09,0.27,0.27,0.73,6.09,6.82,2.55,2.18,-0.82,8.55,ROS
J. Casio,4,16.6,3.5,7.0,50%,1.25,3.0,42%,0.25,1.0,25%,1.75,1.0,0.0,0.5,1.75,2.25,1.0,0.75,-4.0,8.5,ALA
P. Paniamogan,12,19.2,3.0,6.0,50%,1.58,3.83,41%,0.83,1.0,83%,3.42,1.25,0.08,0.58,3.25,3.83,1.92,2.75,0.33,8.42,NLX
K. Alas,5,24.94,3.0,10.0,30%,1.0,3.2,31%,1.4,2.2,64%,4.6,1.0,0.0,0.8,2.6,3.4,2.0,3.2,-3.6,8.4,NLX
J. Mocon,11,21.67,2.91,8.0,36%,0.73,3.36,22%,1.64,2.64,62%,1.91,0.45,0.27,2.36,5.09,7.45,2.09,1.91,1.55,8.18,ROS
R. Brondial,11,21.61,3.18,7.36,43%,0.45,2.09,22%,1.27,1.91,67%,0.82,0.45,0.45,3.27,3.73,7.0,2.0,1.45,5.82,8.09,MAG
R. Almazan,6,20.64,2.67,5.0,53%,0.5,1.83,27%,2.17,3.17,68%,2.33,0.33,2.17,2.0,4.0,6.0,2.67,2.0,1.0,8.0,ROS
P. Taha,11,20.94,3.09,7.64,40%,0.27,1.91,14%,1.36,2.0,68%,1.0,1.0,0.0,2.0,2.0,4.0,2.0,0.82,4.0,7.82,GLO
J. Dillinger,5,20.32,2.8,6.0,47%,1.4,3.2,44%,0.8,1.0,80%,1.2,0.2,0.2,0.4,4.8,5.2,2.6,0.2,0.2,7.8,MER
J. Intal,4,22.48,3.0,8.25,36%,0.75,2.25,33%,1.0,1.5,67%,3.25,0.5,0.75,2.25,5.0,7.25,1.25,0.25,8.75,7.75,PHX
R. dela Rosa,11,24.92,2.91,5.73,51%,0.64,1.73,37%,1.0,1.09,92%,1.27,1.27,0.0,1.18,3.18,4.36,2.55,1.0,5.64,7.45,MAG
K. Ferrer,11,19.42,2.73,5.82,47%,0.82,2.91,28%,1.18,1.82,65%,1.64,0.45,0.18,1.27,2.27,3.55,1.91,1.09,3.18,7.45,GIN
K. Ferrer,11,19.42,2.73,5.82,47%,0.82,2.91,28%,1.18,1.82,65%,1.64,0.45,0.18,1.27,2.27,3.55,1.91,1.09,2.64,7.45,GIN
R. Celda,9,18.02,2.11,5.78,37%,1.0,3.44,29%,2.11,2.56,83%,1.56,0.78,0.0,0.11,2.22,2.33,1.56,1.33,-4.78,7.33,COL
G. Khobuntin,11,19.73,2.45,4.64,53%,1.0,1.82,55%,1.27,1.91,67%,0.64,0.45,0.0,0.82,1.0,1.82,1.55,0.82,-2.45,7.18,COL
J. Calvo,11,25.58,2.45,5.82,42%,0.36,1.36,27%,1.82,2.18,83%,3.27,1.09,0.0,0.55,3.0,3.55,1.55,2.0,-4.18,7.09,COL
R. Al-Hussaini,4,14.77,3.0,5.75,52%,0.0,0.25,0%,1.0,2.25,44%,0.25,0.0,0.25,1.75,2.0,3.75,1.0,0.25,-6.75,7.0,BWE
J. Reyes,9,21.7,2.56,6.78,38%,1.22,3.67,33%,0.67,2.0,33%,1.56,0.89,0.67,1.78,4.0,5.78,2.56,1.33,-4.44,7.0,COL
J. King,1,22.55,3.0,7.0,43%,1.0,2.0,50%,0.0,0.0,0%,1.0,1.0,0.0,3.0,5.0,8.0,2.0,1.0,-9.0,7.0,COL
J. Pascual,12,19.9,3.17,7.67,41%,0.0,0.17,0%,0.58,2.58,23%,1.25,1.25,0.58,2.5,4.5,7.0,2.67,1.0,0.17,6.92,ALA
R. Nambatac,11,15.54,2.09,4.55,46%,0.73,1.55,47%,2.0,2.64,76%,0.73,0.64,0.0,0.45,2.64,3.09,2.55,0.91,4.09,6.91,ROS
N. Canaleta,9,12.51,2.56,5.78,44%,0.89,2.67,33%,0.89,1.0,89%,0.78,0.33,0.11,0.56,2.0,2.56,1.11,0.44,-3.44,6.89,MER
R. Hugnatan,11,21.94,2.27,7.45,30%,0.45,2.82,16%,1.55,1.82,85%,0.73,0.09,0.27,1.36,3.82,5.18,2.18,1.36,0.73,6.55,MER
B. Heruela,11,20.86,2.91,6.82,43%,0.45,2.0,23%,0.27,1.18,23%,3.27,1.55,0.18,1.45,1.18,2.64,1.91,1.91,-4.36,6.55,TNT
P. Desiderio,11,22.38,2.36,6.64,36%,0.64,2.55,25%,1.18,1.64,72%,1.91,0.45,0.09,1.09,2.73,3.82,2.45,0.73,-3.55,6.55,BWE
M. Borboran,9,16.18,2.56,5.0,51%,1.0,2.0,50%,0.33,0.44,75%,0.78,0.44,0.0,1.89,1.56,3.44,0.56,0.33,1.56,6.44,ROS
J. Devance,7,17.05,2.71,6.29,43%,0.57,2.43,24%,0.43,0.57,75%,1.71,0.71,0.29,0.14,3.29,3.43,1.86,1.71,-0.71,6.43,GIN
J. Rios,6,14.15,2.33,4.0,58%,0.83,2.0,42%,0.83,1.33,63%,0.83,0.83,0.17,1.17,0.83,2.0,1.33,0.67,5.17,6.33,NLX
T. Jackson,10,14.51,2.0,5.2,38%,1.2,3.0,40%,0.9,1.1,82%,1.6,0.2,0.1,0.2,1.1,1.3,1.6,1.3,-1.7,6.1,MER
C. Exciminiano,12,14.4,2.42,6.42,38%,0.5,2.67,19%,0.67,1.25,53%,0.58,1.0,0.33,0.92,1.58,2.5,1.5,0.42,-0.25,6.0,ALA
A. Dela Cruz,10,17.7,2.5,5.3,47%,0.0,0.2,0%,0.9,1.5,60%,2.0,1.0,0.1,1.3,2.4,3.7,1.3,1.5,1.2,5.9,GIN
M. Ayaay,12,14.54,2.17,5.5,39%,0.58,2.0,29%,0.92,1.25,73%,0.67,0.33,0.08,1.58,2.25,3.83,2.75,1.33,1.42,5.83,ALA
R. Reavis,11,21.7,2.36,5.64,42%,0.0,0.0,0%,1.09,2.0,55%,1.0,1.0,0.55,2.64,3.36,6.0,2.91,1.0,-2.91,5.82,MAG
M. Magat,12,15.29,2.25,4.75,47%,0.5,1.75,29%,0.75,1.58,47%,0.5,0.08,0.92,1.75,3.75,5.5,1.83,1.08,-4.83,5.75,NLX
A. Ramos,7,12.62,2.0,4.86,41%,1.29,2.71,47%,0.43,0.86,50%,0.43,0.14,1.0,0.71,2.0,2.71,1.43,0.43,4.86,5.71,MAG
J. Tiongson,10,14.48,2.0,5.2,38%,0.5,2.4,21%,1.2,1.3,92%,4.1,0.5,0.0,0.1,1.7,1.8,0.8,1.5,1.4,5.7,NLX
K. Rosales,10,16.53,1.8,4.7,38%,0.6,1.4,43%,1.5,2.0,75%,1.5,0.2,0.0,0.4,1.4,1.8,1.2,1.1,-3.3,5.7,ROS
C. Javier,11,17.25,1.91,5.27,36%,0.36,1.27,29%,1.45,1.82,80%,0.82,0.09,0.27,1.55,2.36,3.91,1.36,1.18,-7.55,5.64,BWE
E. Daquioag,11,14.06,2.18,6.27,35%,0.55,2.36,23%,0.73,1.45,50%,1.0,0.91,0.0,0.73,1.0,1.73,1.27,0.55,-2.0,5.64,ROS
Y. Taha,10,18.92,2.1,4.9,43%,0.0,0.2,0%,1.4,2.9,48%,1.5,0.6,0.4,2.1,3.8,5.9,2.1,1.3,4.3,5.6,TNT
J. Elorde,11,17.01,1.82,4.91,37%,1.0,3.0,33%,0.91,1.27,71%,1.82,1.0,0.0,0.27,1.18,1.45,3.36,1.27,0.91,5.55,GLO
J. Alejandro,2,8.59,1.5,4.5,33%,1.0,2.0,50%,1.5,2.0,75%,2.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,5.0,5.5,ROS
J. Washington,4,13.01,1.5,3.75,40%,1.0,2.5,40%,1.5,2.75,55%,0.5,0.75,0.5,1.75,2.5,4.25,2.0,0.75,6.75,5.5,TNT
B. Guinto,11,18.93,1.91,2.91,66%,0.0,0.09,0%,1.64,2.45,67%,0.82,0.36,0.27,2.18,1.82,4.0,3.18,1.0,1.55,5.45,GLO
J. Chan,8,18.09,1.63,6.88,24%,0.75,4.5,17%,1.38,1.5,92%,1.5,0.63,0.13,0.13,1.63,1.75,0.88,0.5,0.25,5.38,GIN
J. Faundo,9,16.01,1.89,5.0,38%,0.0,0.0,0%,1.33,2.22,60%,0.11,0.22,0.67,1.89,3.0,4.89,2.89,0.78,-2.44,5.11,COL
L. Fonacier,6,22.22,1.5,6.33,24%,0.5,4.0,13%,1.5,1.5,100%,0.67,0.5,0.17,0.5,2.67,3.17,1.33,0.83,-1.33,5.0,NLX
S. Mercado,11,19.33,2.0,4.91,41%,0.18,1.09,17%,0.73,1.36,53%,3.27,0.91,0.09,0.64,2.27,2.91,1.82,1.0,0.09,4.91,GIN
A. Mariano,11,15.76,2.0,4.73,42%,0.0,0.0,0%,0.91,1.64,56%,1.18,0.45,0.09,1.91,2.82,4.73,1.36,1.55,-2.18,4.91,GIN
D. Kramer,11,17.47,2.18,3.82,57%,0.0,0.0,0%,0.55,0.82,67%,0.82,0.18,0.0,1.82,3.82,5.64,2.64,1.27,1.0,4.91,PHX
K. Nabong,11,14.6,1.73,4.36,40%,0.73,2.18,33%,0.73,1.18,62%,1.0,0.45,0.45,0.64,2.18,2.82,3.09,0.91,-2.27,4.91,SMB
J. Eriobu,7,9.32,1.86,4.57,41%,0.14,1.0,14%,1.0,1.43,70%,0.57,0.57,0.0,1.29,1.71,3.0,1.0,0.57,-4.0,4.86,BWE
K. Porter,9,15.49,1.67,4.89,34%,0.56,2.44,23%,0.89,1.33,67%,1.78,0.33,0.11,1.11,2.44,3.56,1.67,1.0,0.33,4.78,NLX
J. Ponferada,11,14.59,1.45,3.73,39%,0.73,1.91,38%,1.09,1.45,75%,1.0,0.55,0.18,1.0,2.36,3.36,2.82,0.91,2.73,4.73,ROS
D. Potts,7,16.57,1.43,4.14,34%,0.43,1.71,25%,1.43,2.14,67%,1.29,0.14,0.0,1.14,1.71,2.86,1.0,0.86,-1.43,4.71,ALA
R. Escoto,11,11.62,1.73,3.91,44%,0.82,2.09,39%,0.36,0.73,50%,0.73,0.0,0.0,0.45,1.18,1.64,2.09,0.36,0.73,4.64,COL
J. Cruz,5,8.09,1.8,4.6,39%,0.4,0.8,50%,0.6,0.8,75%,0.8,0.0,0.0,0.8,1.6,2.4,1.0,0.2,1.6,4.6,GIN
M. Tallo,12,13.36,1.83,4.75,39%,0.58,1.83,32%,0.33,0.33,100%,2.75,0.75,0.25,0.33,1.25,1.58,1.67,1.33,-4.42,4.58,NLX
G. Norwood,11,23.33,1.64,6.36,26%,0.45,2.73,17%,0.73,1.45,50%,2.0,0.45,0.45,1.09,3.0,4.09,1.27,0.82,-1.09,4.45,ROS
R. Jose,9,11.19,1.78,4.44,40%,0.11,0.44,25%,0.78,1.44,54%,0.78,0.33,0.0,1.44,1.89,3.33,1.44,1.0,-5.44,4.44,BWE
R. Herndon,10,13.55,1.8,3.8,47%,0.7,2.0,35%,0.1,0.5,20%,0.4,0.6,0.0,0.8,2.7,3.5,0.7,0.4,-1.8,4.4,MAG
K. Williams,11,28.08,1.91,5.55,34%,0.09,1.27,7%,0.45,1.0,45%,2.91,1.45,0.45,2.09,6.27,8.36,2.36,1.91,1.73,4.36,TNT
R. Banal,8,11.88,1.5,3.38,44%,0.63,1.38,45%,0.5,0.63,80%,1.5,0.5,0.13,1.25,1.25,2.5,0.75,1.13,-0.5,4.13,BWE
K. Racal,4,21.93,0.75,1.5,50%,0.75,1.5,50%,1.75,2.0,88%,1.0,0.5,1.0,0.75,1.75,2.5,1.75,1.25,-3.0,4.0,ALA
J. Melton,11,20.9,1.55,4.82,32%,0.73,2.91,25%,0.0,0.09,0%,2.09,1.09,0.0,0.55,3.0,3.55,1.36,1.0,3.36,3.82,MAG
A. Semerad,8,13.48,1.38,4.63,30%,0.63,2.88,22%,0.38,0.5,75%,0.13,0.38,0.13,1.0,1.63,2.63,2.63,0.38,0.25,3.75,TNT
P. Simon,7,7.74,1.43,3.43,42%,0.71,1.86,38%,0.14,0.29,50%,0.14,0.0,0.14,0.14,1.29,1.43,0.43,0.71,0.86,3.71,MAG
K. Quinto,9,11.51,1.44,3.0,48%,0.22,0.56,40%,0.56,0.67,83%,1.44,0.22,0.0,1.11,1.0,2.11,0.89,0.44,-5.0,3.67,MER
L. Revilla,11,15.95,1.27,3.36,38%,0.36,1.45,25%,0.73,0.91,80%,1.82,0.64,0.0,0.45,1.82,2.27,1.18,1.18,0.64,3.64,PHX
A. Galliguez,10,12.1,1.1,3.3,33%,0.7,2.0,35%,0.6,0.7,86%,1.1,0.5,0.0,0.3,0.8,1.1,1.6,0.5,2.5,3.5,ALA
L. Flores,8,9.1,1.5,3.25,46%,0.0,0.0,0%,0.38,0.5,75%,0.25,0.13,0.5,1.0,2.5,3.5,1.5,0.38,1.5,3.38,GLO
D. Dario,8,12.16,1.25,4.25,29%,0.75,2.63,29%,0.13,0.25,50%,2.63,0.25,0.0,0.13,0.88,1.0,0.75,0.5,2.5,3.38,BWE
N. Baclao,12,20.5,1.42,3.58,40%,0.0,0.5,0%,0.5,1.17,43%,1.0,0.67,1.0,1.67,3.25,4.92,2.92,1.42,-1.25,3.33,ALA
N. Pinto,10,12.49,0.9,3.7,24%,0.3,1.6,19%,1.2,1.8,67%,1.6,0.3,0.1,0.6,1.1,1.7,2.1,0.5,-5.0,3.3,MER
M. Tolomia,10,11.47,1.3,3.8,34%,0.3,2.1,14%,0.3,0.5,60%,1.4,0.5,0.0,0.4,1.1,1.5,1.8,0.8,-1.6,3.2,MER
J. Mendoza,11,12.94,1.45,2.27,64%,0.0,0.0,0%,0.27,1.18,23%,0.64,0.64,0.18,1.27,1.45,2.73,1.64,0.18,1.73,3.18,PHX
D. Maiquez,6,7.48,1.5,2.83,53%,0.0,0.33,0%,0.17,0.33,50%,0.17,0.5,0.0,1.33,0.83,2.17,2.33,1.0,-1.67,3.17,ROS
M. Caguioa,4,8.97,1.0,2.75,36%,0.25,0.25,100%,0.75,1.5,50%,1.0,0.0,0.0,0.0,2.0,2.0,0.75,1.0,-1.25,3.0,GIN
D. Marcelo,11,10.27,0.82,2.09,39%,0.18,0.64,29%,1.18,1.82,65%,0.27,0.64,0.09,0.64,1.36,2.0,2.18,0.91,3.0,3.0,PHX
J. Sena,10,15.7,1.0,3.1,32%,0.1,0.1,100%,0.9,1.0,90%,0.9,0.5,0.1,1.3,2.5,3.8,2.8,1.2,-4.9,3.0,BWE
G. Lanete,10,11.26,1.0,3.5,29%,0.7,2.2,32%,0.3,0.3,100%,0.8,0.3,0.2,0.1,0.4,0.5,0.7,0.2,-3.9,3.0,GLO
D. Semerad,3,10.23,1.33,2.0,67%,0.0,0.0,0%,0.33,0.67,50%,0.33,0.33,0.0,1.67,1.33,3.0,1.67,1.33,2.0,3.0,TNT
K. Lao,7,8.43,1.0,3.14,32%,0.29,1.0,29%,0.71,1.0,71%,1.29,0.14,0.0,0.43,0.43,0.86,0.71,0.86,-4.14,3.0,NLX
A. Caram,9,11.9,1.22,3.78,32%,0.22,0.78,29%,0.11,0.22,50%,1.22,0.22,0.0,0.22,0.67,0.89,1.33,0.22,-1.33,2.78,MER
J. Gabriel,4,4.24,1.0,1.5,67%,0.0,0.25,0%,0.75,1.25,60%,0.0,0.0,0.0,0.5,0.75,1.25,0.25,0.25,2.75,2.75,COL
R. Soyud,11,6.31,1.09,2.45,44%,0.27,0.91,30%,0.27,0.64,43%,0.09,0.09,0.09,1.0,1.73,2.73,0.82,0.55,-1.18,2.73,NLX
E. Palma,6,7.04,1.33,3.83,35%,0.0,0.67,0%,0.0,0.0,0%,0.0,1.0,0.17,0.83,0.5,1.33,1.33,0.17,1.83,2.67,BWE
M. Cortez,9,9.06,1.11,2.56,43%,0.11,0.89,13%,0.22,0.22,100%,0.89,0.56,0.0,0.11,0.44,0.56,1.22,1.0,-6.0,2.56,BWE
R. Arana,6,8.42,1.0,3.5,29%,0.17,1.33,13%,0.33,0.67,50%,0.67,0.17,0.17,1.0,1.5,2.5,1.33,0.33,-0.5,2.5,GLO
P. Cahilig,11,9.6,0.82,2.09,39%,0.55,1.36,40%,0.27,0.55,50%,0.45,0.45,0.64,0.36,0.91,1.27,1.09,0.0,-0.09,2.45,COL
M. Miranda,8,9.93,0.88,3.75,23%,0.13,2.38,5%,0.5,0.5,100%,0.25,0.13,0.13,0.5,1.13,1.63,2.25,0.5,-3.5,2.38,TNT
R. Gamalinda,6,3.37,1.17,1.67,70%,0.0,0.0,0%,0.0,0.33,0%,0.33,0.17,0.0,0.33,0.0,0.33,0.67,0.17,-0.5,2.33,MAG
K. Pascual,9,7.27,1.0,1.44,69%,0.0,0.11,0%,0.33,0.89,38%,0.44,0.0,0.33,0.67,0.44,1.11,1.67,0.11,-0.33,2.33,MAG
