PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
G. Slaughter,8,24.85,4.5,8.75,51%,0.0,0.0,0%,1.63,2.63,62%,0.63,0.0,1.5,2.5,4.5,7.0,1.88,1.63,1.25,10.63,GIN
J. Tiongson,11,22.88,3.64,9.0,40%,1.64,4.45,37%,1.64,1.91,86%,1.82,0.82,0.09,0.64,1.91,2.55,2.09,0.55,-2.55,10.55,COL
A. Santos,10,29.73,3.9,10.3,38%,1.8,6.6,27%,0.9,1.0,90%,1.1,0.6,1.5,0.9,5.3,6.2,3.1,1.4,3.3,10.5,SMB
J. Erram,9,23.87,4.11,7.56,54%,0.89,2.44,36%,1.33,2.11,63%,1.44,0.44,2.0,1.44,4.89,6.33,3.44,2.0,3.56,10.44,NLX
J. Perkins,11,30.19,4.0,8.18,49%,0.55,1.27,43%,1.64,1.82,90%,1.45,0.64,0.18,1.82,4.55,6.36,4.0,1.0,-0.36,10.18,PHX
A. Barroca,11,30.91,3.55,10.64,33%,1.0,3.45,29%,1.91,2.64,72%,3.27,1.45,0.18,0.82,2.91,3.73,2.27,2.36,3.91,10.0,MAG
K. Ferrer,11,28.04,3.18,7.73,41%,2.64,6.18,43%,1.0,1.45,69%,2.27,0.55,0.73,0.91,3.27,4.18,3.18,1.18,-1.73,10.0,GLO
J. Yap,4,17.72,3.25,9.5,34%,0.75,4.0,19%,2.5,3.0,83%,0.5,0.5,0.0,1.0,2.75,3.75,0.75,0.25,-1.5,9.75,ROS
D. Trollano,2,34.03,4.0,10.5,38%,1.0,4.0,25%,0.5,1.5,33%,4.5,0.5,0.0,2.0,5.5,7.5,1.5,0.0,1.5,9.5,BWE
A. Mallari,11,27.05,3.91,8.82,44%,0.73,3.09,24%,0.64,0.91,70%,2.64,1.36,0.36,1.0,2.45,3.45,3.0,2.09,-1.18,9.18,PHX
A. Maliksi,7,19.87,3.14,8.0,39%,1.0,2.86,35%,1.71,2.14,80%,1.0,0.57,0.14,0.86,2.43,3.29,2.0,0.86,-4.14,9.0,BWE
P. Paniamogan,11,17.53,3.0,6.64,45%,2.18,4.55,48%,0.27,0.36,75%,1.55,0.36,0.18,0.27,1.18,1.45,2.09,0.64,2.36,8.45,NLX
S. Enciso,11,29.08,3.09,8.36,37%,1.09,4.27,26%,1.0,1.45,69%,3.73,0.82,0.09,0.91,2.0,2.91,1.73,0.91,-3.82,8.27,ALA
G. Lanete,11,18.76,2.91,6.82,43%,1.73,4.09,42%,0.64,0.73,88%,0.45,0.45,0.36,0.18,0.91,1.09,1.64,0.27,-1.45,8.18,GLO
J. Corpuz,9,22.12,2.78,7.56,37%,1.67,5.22,32%,0.89,1.22,73%,0.56,0.67,0.22,1.44,2.89,4.33,3.22,0.89,-1.44,8.11,COL
R. dela Rosa,11,24.73,3.45,6.36,54%,0.64,2.0,32%,0.55,1.0,55%,1.18,0.82,0.18,1.0,1.64,2.64,1.82,0.27,-2.64,8.09,MAG
A. Dela Cruz,11,19.74,3.64,6.27,58%,0.36,1.09,33%,0.45,0.45,100%,1.18,0.64,0.0,0.73,2.18,2.91,1.55,0.82,1.0,8.09,GIN
M. Ahanmisi,3,19.95,2.67,5.33,50%,1.0,2.33,43%,1.67,3.0,56%,1.67,2.0,0.0,1.0,3.33,4.33,2.33,1.67,4.67,8.0,ALA
R. Jazul,11,24.9,2.73,7.82,35%,1.55,4.82,32%,0.91,1.09,83%,2.27,0.91,0.0,1.55,2.27,3.82,1.64,1.55,-5.73,7.91,PHX
G. Khobuntin,7,26.02,2.57,6.86,38%,1.0,3.0,33%,1.71,2.43,71%,1.0,0.43,0.14,0.43,1.14,1.57,2.71,1.0,-3.86,7.86,COL
A. Ramos,3,7.67,2.67,3.33,80%,1.67,2.0,83%,0.67,0.67,100%,0.0,0.0,0.33,0.67,0.67,1.33,1.33,0.33,1.0,7.67,MAG
C. Ross,11,31.23,2.55,6.36,40%,1.18,3.45,34%,1.36,1.91,71%,3.36,2.27,0.36,1.09,3.18,4.27,2.45,1.91,-2.64,7.64,SMB
R. Garcia,10,23.45,3.3,7.5,44%,0.8,2.9,28%,0.2,0.6,33%,2.0,0.4,0.3,0.5,1.8,2.3,1.6,1.4,-1.4,7.6,PHX
M. Lassiter,8,24.58,2.75,7.13,39%,1.25,3.38,37%,0.5,0.88,57%,1.25,0.63,0.13,0.88,2.63,3.5,2.13,0.88,-2.88,7.25,SMB
J. Chua,11,20.27,2.91,7.55,39%,0.09,0.45,20%,0.91,1.18,77%,0.45,0.82,1.0,1.09,1.91,3.0,3.0,0.82,-4.55,6.82,PHX
S. Sumang,11,20.7,2.73,5.45,50%,0.36,1.45,25%,1.0,1.36,73%,3.27,0.91,0.0,0.27,1.36,1.64,1.45,1.18,-2.0,6.82,BWE
J. Jalalon,10,23.22,3.0,8.3,36%,0.4,2.1,19%,0.4,0.5,80%,4.0,1.2,0.1,1.2,2.7,3.9,2.4,1.9,-2.2,6.8,MAG
A. Maliksi,4,18.39,2.75,8.0,34%,0.5,4.0,13%,0.75,0.75,100%,1.25,0.25,0.5,1.25,2.5,3.75,2.5,0.5,6.75,6.75,MER
K. Quinto,11,24.37,2.55,5.36,47%,0.91,2.36,38%,0.73,1.18,62%,1.91,0.55,0.0,0.73,1.27,2.0,2.55,1.0,6.82,6.73,MER
R. Herndon,2,17.6,2.5,7.0,36%,1.0,3.5,29%,0.5,1.5,33%,1.5,2.0,0.0,0.0,1.5,1.5,0.5,0.5,-1.5,6.5,ALA
C. Cruz,11,18.94,2.18,6.73,32%,1.36,4.18,33%,0.55,1.0,55%,0.55,0.18,0.27,0.91,1.91,2.82,2.27,0.82,-2.36,6.27,BWE
N. Canaleta,4,7.96,2.0,4.25,47%,1.25,3.0,42%,1.0,1.0,100%,0.5,0.25,0.5,0.0,0.25,0.25,1.0,0.25,0.75,6.25,MER
E. Daquioag,11,19.54,2.18,5.73,38%,0.82,2.73,30%,1.0,1.36,73%,2.0,0.45,0.36,0.45,1.36,1.82,1.36,0.91,-0.64,6.18,ROS
S. Thompson,11,30.82,2.09,5.18,40%,0.82,2.18,38%,0.91,1.27,71%,4.55,1.36,0.64,1.45,3.18,4.64,1.82,1.27,6.55,5.91,GIN
K. Ighalo,11,17.28,2.09,4.91,43%,1.18,2.82,42%,0.45,0.55,83%,0.91,0.45,0.09,0.82,2.27,3.09,1.55,0.64,1.27,5.82,NLX
J. Chan,10,12.26,1.8,4.4,41%,1.2,2.6,46%,1.0,1.3,77%,1.6,0.0,0.1,0.4,1.4,1.8,0.8,0.2,-2.6,5.8,GIN
A. Caram,11,17.02,2.45,4.82,51%,0.45,1.09,42%,0.36,0.55,67%,1.73,0.73,0.09,0.36,0.55,0.91,1.55,0.36,2.0,5.73,MER
J. Ponferada,11,15.26,2.18,5.36,41%,1.0,2.64,38%,0.36,1.27,29%,0.45,0.18,0.27,1.09,2.18,3.27,2.91,0.45,-2.27,5.73,ROS
P. Galanza,9,14.63,2.0,4.44,450%,1.0,2.33,400%,0.67,0.78,250%,0.56,0.33,0.0,0.33,1.11,1.44,1.56,0.22,1.78,5.67,NLX
M. Borboran,10,12.75,2.1,4.5,47%,0.6,1.9,32%,0.7,1.0,70%,0.3,0.2,0.6,0.7,1.7,2.4,0.5,0.4,3.5,5.5,ROS
J. Napoles,10,17.39,2.1,4.2,50%,0.3,1.0,30%,0.7,1.2,58%,0.3,0.6,0.4,1.8,1.8,3.6,2.8,0.4,-1.6,5.2,PHX
J. Elorde,11,21.7,1.64,5.91,28%,0.55,2.64,21%,1.27,1.64,78%,4.0,0.82,0.0,0.82,2.09,2.91,2.82,2.18,0.55,5.09,GLO
V. Pessumal,11,12.66,1.64,3.73,44%,1.55,3.09,50%,0.18,0.18,100%,0.18,0.18,0.09,0.27,0.91,1.18,1.09,0.27,1.55,5.0,SMB
K. Racal,1,20.48,2.0,7.0,29%,1.0,4.0,25%,0.0,0.0,0%,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,-6.0,5.0,ALA
J. Thoss,7,17.41,2.0,5.86,34%,0.0,0.29,0%,0.86,1.14,75%,0.86,0.86,0.43,1.43,1.14,2.57,1.71,0.71,-8.0,4.86,ALA
N. Pinto,11,16.41,1.91,4.27,45%,0.82,2.36,35%,0.09,0.18,50%,1.82,1.09,0.0,0.91,1.18,2.09,1.73,0.45,-0.82,4.73,MER
J. Cruz,10,10.65,1.7,3.6,47%,0.0,0.4,0%,1.3,1.4,93%,0.2,0.0,0.0,0.7,1.9,2.6,0.9,0.4,-0.5,4.7,GLO
M. Ayaay,11,20.69,1.73,4.36,40%,0.27,1.27,21%,0.91,1.27,71%,1.45,0.45,0.0,0.82,2.73,3.55,2.09,1.0,-0.18,4.64,ALA
M. Tolomia,4,13.42,1.75,5.5,32%,0.25,2.5,10%,0.75,1.5,50%,1.5,0.25,0.0,0.25,0.5,0.75,1.25,1.0,5.25,4.5,BWE
J. Intal,5,12.88,1.6,3.6,44%,0.8,2.0,40%,0.4,0.4,100%,0.8,0.0,0.2,1.4,2.4,3.8,1.4,0.6,-1.2,4.4,PHX
M. Cortez,8,22.78,1.88,4.0,47%,0.38,1.5,25%,0.25,0.25,100%,2.38,1.13,0.13,1.0,2.38,3.38,1.63,0.75,-2.5,4.38,BWE
M. Pingris,11,17.58,1.91,3.0,64%,0.0,0.0,0%,0.55,1.55,35%,0.91,0.36,0.73,1.55,2.73,4.27,1.55,1.0,-0.09,4.36,MAG
M. Tautuaa,6,17.28,1.67,4.83,34%,0.17,1.67,10%,0.83,1.17,71%,0.83,0.17,0.33,0.5,3.33,3.83,2.0,1.67,-4.33,4.33,SMB
G. Norwood,6,25.97,1.67,5.5,30%,0.5,2.17,23%,0.5,1.0,50%,2.33,0.83,0.5,0.67,3.5,4.17,1.33,0.33,-0.5,4.33,ROS
P. Desiderio,11,17.8,1.64,4.36,38%,0.82,2.45,33%,0.18,0.36,50%,1.27,0.27,0.18,1.0,1.73,2.73,1.27,0.73,-3.36,4.27,BWE
M. Gamboa,4,9.14,1.75,2.75,64%,0.0,0.0,0%,0.75,1.0,75%,0.75,0.25,0.0,0.25,0.75,1.0,0.75,0.5,1.0,4.25,PHX
B. Belga,6,19.18,1.5,5.17,29%,0.33,2.83,12%,0.83,0.83,100%,1.67,0.67,0.67,0.5,2.5,3.0,3.17,1.67,-3.67,4.17,ROS
R. Soyud,9,10.25,1.78,2.67,67%,0.0,0.0,0%,0.56,0.67,83%,0.33,0.11,0.0,2.44,1.78,4.22,2.44,0.56,1.44,4.11,NLX
K. Nabong,10,15.97,1.5,4.1,37%,0.8,2.5,32%,0.3,0.7,43%,1.0,0.5,0.4,0.7,3.3,4.0,2.1,1.1,0.8,4.1,SMB
S. Mercado,9,14.76,1.67,4.11,41%,0.0,1.11,0%,0.67,1.33,50%,0.89,0.56,0.0,0.22,1.33,1.56,1.44,1.0,-7.22,4.0,GLO
E. Camson,7,11.19,1.43,4.57,31%,0.71,2.86,25%,0.43,0.71,60%,0.57,0.14,0.29,0.71,2.43,3.14,1.14,1.14,-1.14,4.0,COL
L. Fonacier,11,12.52,1.45,3.73,39%,1.0,2.73,37%,0.0,0.0,0%,1.18,0.73,0.09,0.27,1.09,1.36,0.91,0.45,1.73,3.91,NLX
R. Al-Hussaini,11,10.45,1.55,3.64,43%,0.55,1.55,35%,0.27,0.36,75%,0.18,0.0,0.18,0.73,1.0,1.73,1.45,0.55,-3.73,3.91,BWE
R. Reyes,8,17.33,1.25,2.88,43%,0.75,2.0,38%,0.63,0.88,71%,1.25,1.0,0.13,1.0,1.25,2.25,2.13,0.38,-4.38,3.88,TNT
B. Faundo,11,10.06,1.82,3.91,47%,0.0,0.0,0%,0.18,0.36,50%,0.27,0.18,0.18,0.45,1.55,2.0,2.0,0.64,-1.64,3.82,MER
C. Exciminiano,11,15.58,1.36,4.55,30%,0.55,2.36,23%,0.55,1.09,50%,1.09,0.91,0.18,1.18,1.18,2.36,1.27,0.45,1.27,3.82,ROS
P. Simon,4,8.39,1.5,3.0,50%,0.75,1.75,43%,0.0,0.0,0%,0.25,0.25,0.0,0.25,0.25,0.5,1.0,0.25,-3.5,3.75,MAG
M. Miranda,11,19.11,1.64,4.82,34%,0.27,1.36,20%,0.09,0.18,50%,0.82,0.27,0.0,1.09,1.91,3.0,2.55,0.36,-4.36,3.64,NLX
P. Cahilig,11,22.3,1.36,3.45,39%,0.55,2.27,24%,0.27,0.64,43%,1.0,0.45,0.45,0.64,2.45,3.09,3.0,0.73,-0.45,3.55,COL
C. Standhardinger,4,12.78,1.0,3.0,33%,0.0,0.25,0%,1.5,2.25,67%,0.25,0.75,0.25,1.5,2.5,4.0,2.5,0.25,-1.0,3.5,SMB
P. Varilla,6,12.99,1.33,2.83,47%,0.83,1.67,50%,0.0,0.0,0%,0.5,0.33,0.0,0.5,0.67,1.17,0.83,0.0,-2.0,3.5,NLX
J. Melton,10,20.52,1.1,3.3,33%,1.1,2.6,42%,0.1,0.2,50%,2.1,1.1,0.1,0.1,2.7,2.8,1.3,1.1,3.0,3.4,MAG
R. Jose,3,6.63,1.33,3.0,44%,0.0,0.0,0%,0.67,0.67,100%,0.33,0.0,0.0,0.67,1.67,2.33,0.67,0.33,-7.67,3.33,BWE
N. Torres,9,14.06,1.11,3.89,29%,0.33,1.56,21%,0.67,0.78,86%,0.33,0.33,0.67,0.78,1.44,2.22,1.56,0.78,0.33,3.22,ROS
R. Celda,10,11.8,1.1,4.7,23%,0.5,2.1,24%,0.5,1.0,50%,1.6,0.6,0.1,0.3,1.5,1.8,1.4,0.4,-1.5,3.2,COL
R. Escoto,10,9.01,1.1,2.4,46%,0.6,0.9,67%,0.4,0.5,80%,0.3,0.2,0.1,0.6,2.1,2.7,1.9,0.2,-0.5,3.2,GLO
D. Marcelo,9,9.97,1.22,2.44,50%,0.11,0.44,25%,0.56,0.89,63%,0.56,0.78,0.78,0.78,1.33,2.11,2.33,1.11,0.11,3.11,PHX
K. Rosales,9,16.25,1.11,4.0,28%,0.44,1.78,25%,0.44,0.67,67%,0.89,0.78,0.0,0.44,2.22,2.67,1.33,0.67,-1.56,3.11,ROS
R. Guevarra,1,6.98,1.0,2.0,50%,1.0,2.0,50%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-11.0,3.0,PHX
B. Heruela,4,19.13,1.0,5.0,20%,0.25,1.75,14%,0.75,1.0,75%,2.5,0.75,0.25,0.25,0.5,0.75,1.0,1.0,-14.25,3.0,BWE
A. Vosotros,10,11.85,1.2,2.5,48%,0.4,0.8,50%,0.2,0.2,100%,1.3,0.2,0.0,0.2,1.1,1.3,1.8,0.5,0.1,3.0,TNT
A. Taulava,4,7.61,1.0,2.5,40%,0.5,1.25,40%,0.25,0.25,100%,0.5,0.0,0.25,0.75,2.0,2.75,1.0,0.5,0.5,2.75,NLX
M. Digregorio,4,11.6,0.75,3.5,21%,0.5,2.75,18%,0.75,0.75,100%,0.5,0.0,0.0,0.25,0.25,0.5,2.5,0.75,-10.0,2.75,TNT
R. Hugnatan,10,7.37,0.9,2.7,33%,0.4,1.5,27%,0.5,0.5,100%,0.4,0.0,0.3,0.5,1.2,1.7,0.7,0.2,-0.9,2.7,MER
J. Sena,5,8.2,1.0,2.4,42%,0.4,0.8,50%,0.2,0.4,50%,0.4,0.0,0.0,0.4,0.4,0.8,1.8,0.4,-7.2,2.6,BWE
R. Herndon,7,9.79,1.29,3.14,41%,0.0,0.86,0%,0.0,0.0,0%,0.43,0.29,0.0,0.71,1.43,2.14,0.71,0.57,-2.29,2.57,MAG
R. Reavis,10,14.78,0.8,2.0,40%,0.0,0.0,0%,0.9,1.2,75%,0.2,0.1,0.2,1.5,2.5,4.0,1.7,0.4,2.9,2.5,MAG
N. Salva,8,9.73,1.0,2.63,38%,0.25,0.88,29%,0.25,0.25,100%,0.25,0.13,0.13,0.25,0.75,1.0,0.5,0.25,0.38,2.5,MER
J. Calvo,10,8.3,0.7,2.9,24%,0.1,0.6,17%,0.9,1.0,90%,1.3,0.6,0.0,0.4,0.8,1.2,0.7,0.3,-3.1,2.4,COL
R. Dennison,5,4.62,1.0,1.4,71%,0.2,0.2,100%,0.2,0.4,50%,0.4,0.2,0.0,0.6,0.6,1.2,0.4,0.0,-1.6,2.4,PHX
A. Galliguez,8,10.82,1.0,3.38,30%,0.38,2.38,16%,0.0,0.0,0%,0.75,0.38,0.0,0.25,0.88,1.13,1.38,0.38,-0.75,2.38,ALA
J. King,10,8.9,0.9,2.9,31%,0.3,1.1,27%,0.2,0.4,50%,0.6,0.3,0.2,0.7,0.8,1.5,0.8,0.2,-1.5,2.3,GLO
S. De Leon,11,11.23,1.0,2.45,41%,0.27,1.0,27%,0.0,0.0,0%,0.91,0.09,0.18,0.27,1.36,1.64,1.73,0.45,-0.91,2.27,TNT
K. Lao,4,6.38,0.75,1.25,60%,0.75,1.0,75%,0.0,0.0,0%,1.25,0.0,0.0,0.0,1.0,1.0,0.5,0.25,-2.5,2.25,NLX
R. Tubid,1,6.15,0.0,2.0,0%,0.0,1.0,0%,2.0,2.0,100%,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-6.0,2.0,SMB
N. Baclao,1,6.83,1.0,3.0,33%,0.0,0.0,0%,0.0,1.0,0%,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-8.0,2.0,ALA
G. Alolino,3,7.23,0.67,2.0,33%,0.0,1.0,0%,0.67,0.67,100%,0.33,0.33,0.0,0.33,0.33,0.67,0.0,0.0,-4.33,2.0,BWE
D. Potts,7,8.99,0.86,2.29,38%,0.29,1.29,22%,0.0,0.14,0%,0.86,0.0,0.0,0.14,0.29,0.43,0.29,0.43,1.57,2.0,PHX
S. Onwubere,6,6.57,0.67,1.83,36%,0.17,0.83,20%,0.33,1.0,33%,0.0,0.5,0.0,0.33,0.67,1.0,1.5,1.0,1.5,1.83,ROS
C. Javier,4,7.7,0.5,2.75,18%,0.5,1.75,29%,0.25,1.0,25%,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,-5.25,1.75,BWE
B. Heruela,3,11.58,0.67,2.0,33%,0.33,1.0,33%,0.0,0.0,0%,1.33,0.33,0.0,0.33,1.33,1.67,2.33,0.0,3.33,1.67,TNT
P. Zamar,3,5.04,0.67,1.67,40%,0.33,1.33,25%,0.0,0.0,0%,0.67,0.0,0.0,0.0,0.67,0.67,0.0,0.67,0.0,1.67,SMB
